0,10000, -1,00000
0,20000, -0,69897
0,30000, -0,52288
0,40000, -0,39794
0,50000, -0,30103
0,60000, -0,22185
0,70000, -0,15490
0,80000, -0,09691
0,90000, -0,04576
1,00000, -0,00000
1,10000, 0,04139
1,20000, 0,07918
1,30000, 0,11394
1,40000, 0,14613
1,50000, 0,17609
1,60000, 0,20412
1,70000, 0,23045
1,80000, 0,25527
1,90000, 0,27875
2,00000, 0,30103
2,10000, 0,32222
2,20000, 0,34242
2,30000, 0,36173
2,40000, 0,38021
2,50000, 0,39794
2,60000, 0,41497
2,70000, 0,43136
2,80000, 0,44716
2,90000, 0,46240
3,00000, 0,47712
3,10000, 0,49136
3,20000, 0,50515
3,30000, 0,51851
3,40000, 0,53148
3,50000, 0,54407
3,60000, 0,55630
3,70000, 0,56820
3,80000, 0,57978
3,90000, 0,59106
4,00000, 0,60206
4,10000, 0,61278
4,20000, 0,62325
4,30000, 0,63347
4,40000, 0,64345
4,50000, 0,65321
4,60000, 0,66276
4,70000, 0,67210
4,80000, 0,68124
4,90000, 0,69020
5,00000, 0,69897
5,10000, 0,70757
5,20000, 0,71600
5,30000, 0,72428
5,40000, 0,73239
5,50000, 0,74036
5,60000, 0,74819
5,70000, 0,75587
5,80000, 0,76343
5,90000, 0,77085
6,00000, 0,77815
6,10000, 0,78533
6,20000, 0,79239
6,30000, 0,79934
6,40000, 0,80618
6,50000, 0,81291
6,60000, 0,81954
6,70000, 0,82607
6,80000, 0,83251
6,90000, 0,83885
7,00000, 0,84510
7,10000, 0,85126
7,20000, 0,85733
7,30000, 0,86332
7,40000, 0,86923
7,50000, 0,87506
7,60000, 0,88081
7,70000, 0,88649
7,80000, 0,89209
7,90000, 0,89763
8,00000, 0,90309
8,10000, 0,90849
8,20000, 0,91381
8,30000, 0,91908
8,40000, 0,92428
8,50000, 0,92942
8,60000, 0,93450
8,70000, 0,93952
8,80000, 0,94448
8,90000, 0,94939
9,00000, 0,95424
9,10000, 0,95904
9,20000, 0,96379
9,30000, 0,96848
9,40000, 0,97313
9,50000, 0,97772
9,60000, 0,98227
9,70000, 0,98677
9,80000, 0,99123
9,90000, 0,99564
10,00000, 1,00000
10,10000, 1,00432
10,20000, 1,00860
10,30000, 1,01284
10,40000, 1,01703
10,50000, 1,02119
10,60000, 1,02531
10,70000, 1,02938
10,80000, 1,03342
10,90000, 1,03743
11,00000, 1,04139
11,10000, 1,04532
11,20000, 1,04922
11,30000, 1,05308
11,40000, 1,05690
11,50000, 1,06070
11,60000, 1,06446
11,70000, 1,06819
11,80000, 1,07188
11,90000, 1,07555
12,00000, 1,07918
12,10000, 1,08279
12,20000, 1,08636
12,30000, 1,08990
12,40000, 1,09342
12,50000, 1,09691
12,60000, 1,10037
12,70000, 1,10380
12,80000, 1,10721
12,90000, 1,11059
13,00000, 1,11394
13,10000, 1,11727
13,20000, 1,12057
13,30000, 1,12385
13,40000, 1,12710
13,50000, 1,13033
13,60000, 1,13354
13,70000, 1,13672
13,80000, 1,13988
13,90000, 1,14301
14,00000, 1,14613
14,10000, 1,14922
14,20000, 1,15229
14,30000, 1,15534
14,40000, 1,15836
14,50000, 1,16137
14,60000, 1,16435
14,70000, 1,16732
14,80000, 1,17026
14,90000, 1,17319
15,00000, 1,17609
15,10000, 1,17898
15,20000, 1,18184
15,30000, 1,18469
15,40000, 1,18752
15,50000, 1,19033
15,60000, 1,19312
15,70000, 1,19590
15,80000, 1,19866
15,90000, 1,20140
16,00000, 1,20412
16,10000, 1,20683
16,20000, 1,20951
16,30000, 1,21219
16,40000, 1,21484
16,50000, 1,21748
16,60000, 1,22011
16,70000, 1,22272
16,80000, 1,22531
16,90000, 1,22789
17,00000, 1,23045
17,10000, 1,23300
17,20000, 1,23553
17,30000, 1,23805
17,40000, 1,24055
17,50000, 1,24304
17,60000, 1,24551
17,70000, 1,24797
17,80000, 1,25042
17,90000, 1,25285
18,00000, 1,25527
18,10000, 1,25768
18,20000, 1,26007
18,30000, 1,26245
18,40000, 1,26482
18,50000, 1,26717
18,60000, 1,26951
18,70000, 1,27184
18,80000, 1,27416
18,90000, 1,27646
19,00000, 1,27875
19,10000, 1,28103
19,20000, 1,28330
19,30000, 1,28556
19,40000, 1,28780
19,50000, 1,29003
19,60000, 1,29226
19,70000, 1,29447
19,80000, 1,29667
19,90000, 1,29885
