0,10000, -3,32191
0,20000, -2,32192
0,30000, -1,73696
0,40000, -1,32193
0,50000, -1,00000
0,60000, -0,73696
0,70000, -0,51457
0,80000, -0,32193
0,90000, -0,15200
1,00000, -0,00000
1,10000, 0,13750
1,20000, 0,26303
1,30000, 0,37851
1,40000, 0,48543
1,50000, 0,58496
1,60000, 0,67807
1,70000, 0,76553
1,80000, 0,84800
1,90000, 0,92600
2,00000, 1,00000
2,10000, 1,07039
2,20000, 1,13750
2,30000, 1,20163
2,40000, 1,26303
2,50000, 1,32193
2,60000, 1,37851
2,70000, 1,43296
2,80000, 1,48543
2,90000, 1,53605
3,00000, 1,58496
3,10000, 1,63227
3,20000, 1,67807
3,30000, 1,72246
3,40000, 1,76553
3,50000, 1,80735
3,60000, 1,84800
3,70000, 1,88752
3,80000, 1,92600
3,90000, 1,96347
4,00000, 2,00000
4,10000, 2,03562
4,20000, 2,07039
4,30000, 2,10434
4,40000, 2,13750
4,50000, 2,16992
4,60000, 2,20163
4,70000, 2,23266
4,80000, 2,26303
4,90000, 2,29278
5,00000, 2,32193
5,10000, 2,35050
5,20000, 2,37851
5,30000, 2,40599
5,40000, 2,43296
5,50000, 2,45943
5,60000, 2,48542
5,70000, 2,51096
5,80000, 2,53605
5,90000, 2,56071
6,00000, 2,58496
6,10000, 2,60881
6,20000, 2,63227
6,30000, 2,65535
6,40000, 2,67807
6,50000, 2,70044
6,60000, 2,72246
6,70000, 2,74416
6,80000, 2,76553
6,90000, 2,78660
7,00000, 2,80735
7,10000, 2,82782
7,20000, 2,84799
7,30000, 2,86789
7,40000, 2,88752
7,50000, 2,90689
7,60000, 2,92600
7,70000, 2,94486
7,80000, 2,96347
7,90000, 2,98185
8,00000, 3,00000
8,10000, 3,01792
8,20000, 3,03562
8,30000, 3,05311
8,40000, 3,07039
8,50000, 3,08746
8,60000, 3,10433
8,70000, 3,12101
8,80000, 3,13750
8,90000, 3,15380
9,00000, 3,16992
9,10000, 3,18587
9,20000, 3,20163
9,30000, 3,21723
9,40000, 3,23266
9,50000, 3,24793
9,60000, 3,26303
9,70000, 3,27798
9,80000, 3,29278
9,90000, 3,30743
10,00000, 3,32192
10,10000, 3,33628
10,20000, 3,35049
10,30000, 3,36457
10,40000, 3,37851
10,50000, 3,39231
10,60000, 3,40599
10,70000, 3,41954
10,80000, 3,43296
10,90000, 3,44625
11,00000, 3,45943
11,10000, 3,47249
11,20000, 3,48542
11,30000, 3,49825
11,40000, 3,51096
11,50000, 3,52356
11,60000, 3,53605
11,70000, 3,54843
11,80000, 3,56071
11,90000, 3,57289
12,00000, 3,58496
12,10000, 3,59693
12,20000, 3,60881
12,30000, 3,62058
12,40000, 3,63227
12,50000, 3,64385
12,60000, 3,65535
12,70000, 3,66675
12,80000, 3,67807
12,90000, 3,68930
13,00000, 3,70044
13,10000, 3,71149
13,20000, 3,72246
13,30000, 3,73335
13,40000, 3,74416
13,50000, 3,75488
13,60000, 3,76553
13,70000, 3,77610
13,80000, 3,78659
13,90000, 3,79701
14,00000, 3,80735
14,10000, 3,81762
14,20000, 3,82782
14,30000, 3,83794
14,40000, 3,84799
14,50000, 3,85798
14,60000, 3,86789
14,70000, 3,87774
14,80000, 3,88752
14,90000, 3,89724
15,00000, 3,90689
15,10000, 3,91648
15,20000, 3,92600
15,30000, 3,93546
15,40000, 3,94486
15,50000, 3,95419
15,60000, 3,96347
15,70000, 3,97269
15,80000, 3,98185
15,90000, 3,99095
16,00000, 4,00000
16,10000, 4,00899
16,20000, 4,01792
16,30000, 4,02680
16,40000, 4,03562
16,50000, 4,04439
16,60000, 4,05311
16,70000, 4,06177
16,80000, 4,07039
16,90000, 4,07895
17,00000, 4,08746
17,10000, 4,09592
17,20000, 4,10433
17,30000, 4,11270
17,40000, 4,12101
17,50000, 4,12928
17,60000, 4,13750
17,70000, 4,14567
17,80000, 4,15380
17,90000, 4,16189
18,00000, 4,16992
18,10000, 4,17792
18,20000, 4,18586
18,30000, 4,19377
18,40000, 4,20163
18,50000, 4,20945
18,60000, 4,21723
18,70000, 4,22496
18,80000, 4,23266
18,90000, 4,24031
19,00000, 4,24793
19,10000, 4,25550
19,20000, 4,26303
19,30000, 4,27053
19,40000, 4,27798
19,50000, 4,28540
19,60000, 4,29278
19,70000, 4,30012
19,80000, 4,30743
19,90000, 4,31469
