-1,00000, -0,84147
-0,90000, -0,78333
-0,80000, -0,71736
-0,70000, -0,64422
-0,60000, -0,56464
-0,50000, -0,47943
-0,40000, -0,38942
-0,30000, -0,29552
-0,20000, -0,19867
-0,10000, -0,09983
-0,00000, -0,00000
0,10000, 0,09983
0,20000, 0,19867
0,30000, 0,29552
0,40000, 0,38942
0,50000, 0,47943
0,60000, 0,56464
0,70000, 0,64422
0,80000, 0,71736
0,90000, 0,78333
1,00000, 0,84147
1,10000, 0,89121
1,20000, 0,93204
1,30000, 0,96356
1,40000, 0,98545
1,50000, 0,99749
1,60000, 0,99957
1,70000, 0,99166
1,80000, 0,97385
1,90000, 0,94630
2,00000, 0,90930
2,10000, 0,86321
2,20000, 0,80850
2,30000, 0,74571
2,40000, 0,67546
2,50000, 0,59847
2,60000, 0,51550
2,70000, 0,42738
2,80000, 0,33499
2,90000, 0,23925
3,00000, 0,14112
3,10000, 0,04158
3,20000, -0,05837
3,30000, -0,15775
3,40000, -0,25554
3,50000, -0,35078
3,60000, -0,44252
3,70000, -0,52984
3,80000, -0,61186
3,90000, -0,68777
4,00000, -0,75680
4,10000, -0,81828
4,20000, -0,87158
4,30000, -0,91617
4,40000, -0,95160
4,50000, -0,97753
4,60000, -0,99369
4,70000, -0,99992
4,80000, -0,99616
4,90000, -0,98245
5,00000, -0,95892
5,10000, -0,92581
5,20000, -0,88345
5,30000, -0,83227
5,40000, -0,77276
5,50000, -0,70554
5,60000, -0,63127
5,70000, -0,55069
5,80000, -0,46460
5,90000, -0,37388
6,00000, -0,27942
6,10000, -0,18216
6,20000, -0,08309
