-1,00000, 0,54030
-0,90000, 0,62161
-0,80000, 0,69671
-0,70000, 0,76484
-0,60000, 0,82534
-0,50000, 0,87758
-0,40000, 0,92106
-0,30000, 0,95534
-0,20000, 0,98007
-0,10000, 0,99500
-0,00000, 1,00000
0,10000, 0,99500
0,20000, 0,98007
0,30000, 0,95534
0,40000, 0,92106
0,50000, 0,87758
0,60000, 0,82534
0,70000, 0,76484
0,80000, 0,69671
0,90000, 0,62161
1,00000, 0,54030
1,10000, 0,45360
1,20000, 0,36236
1,30000, 0,26750
1,40000, 0,16997
1,50000, 0,07074
1,60000, -0,02920
1,70000, -0,12884
1,80000, -0,22720
1,90000, -0,32329
2,00000, -0,41615
2,10000, -0,50485
2,20000, -0,58850
2,30000, -0,66628
2,40000, -0,73739
2,50000, -0,80114
2,60000, -0,85689
2,70000, -0,90407
2,80000, -0,94222
2,90000, -0,97096
3,00000, -0,98999
3,10000, -0,99914
3,20000, -0,99829
3,30000, -0,98748
3,40000, -0,96680
3,50000, -0,93646
3,60000, -0,89676
3,70000, -0,84810
3,80000, -0,79097
3,90000, -0,72593
4,00000, -0,65364
4,10000, -0,57482
4,20000, -0,49026
4,30000, -0,40080
4,40000, -0,30733
4,50000, -0,21080
4,60000, -0,11215
4,70000, -0,01239
4,80000, 0,08750
4,90000, 0,18651
5,00000, 0,28366
5,10000, 0,37798
5,20000, 0,46852
5,30000, 0,55437
5,40000, 0,63469
5,50000, 0,70867
5,60000, 0,77557
5,70000, 0,83471
5,80000, 0,88552
5,90000, 0,92748
6,00000, 0,96017
6,10000, 0,98327
6,20000, 0,99654
